source,target,weight,layer
CEBPG,TRIB3,0.802,DEG_T2D
CELSR3,VANGL1,0.722,DEG_T2D
CENPC,KNL1,0.884,DEG_T2D
CENPC,ZWINT,0.89,DEG_T2D
CENPC,CENPQ,0.995,DEG_T2D
CENPC,MIS12,0.997,DEG_T2D
CENPJ,CEP135,0.996,DEG_T2D
CENPJ,PLK2,0.931,DEG_T2D
CENPJ,HAUS6,0.72,DEG_T2D
CENPQ,MAD2L1,0.711,DEG_T2D
CENPQ,KNL1,0.782,DEG_T2D
CEP135,KIAA0753,0.709,DEG_T2D
CEP135,HAUS6,0.745,DEG_T2D
CERK,KDSR,0.746,DEG_T2D
CERK,SPTLC1,0.82,DEG_T2D
CERK,CERS2,0.967,DEG_T2D
CERS2,SPTLC1,0.79,DEG_T2D
CERS2,KDSR,0.974,DEG_T2D
CFI,SERPIND1,0.7,DEG_T2D
CGREF1,CGRRF1,0.96,DEG_T2D
CHGB,PCSK1N,0.721,DEG_T2D
CHP2,SLC9A1,0.981,DEG_T2D
CHPF2,CSGALNACT2,0.936,DEG_T2D
CHRD,GREM2,0.743,DEG_T2D
CHRNA4,KCNQ2,0.924,DEG_T2D
CHRNA4,CHRNE,0.777,DEG_T2D
CHRNA4,JAK2,0.903,DEG_T2D
CHRNE,CHRNG,0.732,DEG_T2D
CIDEA,LIPE,0.853,DEG_T2D
CIDEA,PPARG,0.839,DEG_T2D
CIDEA,PNPLA2,0.773,DEG_T2D
CIDEA,DFFB,0.875,DEG_T2D
CKAP5,MAPRE3,0.948,DEG_T2D
CKAP5,KIF18A,0.819,DEG_T2D
CKAP5,DNMT3A,0.734,DEG_T2D
CKAP5,MAD2L1,0.911,DEG_T2D
CKAP5,TPX2,0.723,DEG_T2D
CKAP5,CLASP2,0.727,DEG_T2D
CKAP5,HAUS6,0.703,DEG_T2D
CLASP2,CLIP2,0.967,DEG_T2D
CLDN5,TJP3,0.945,DEG_T2D
CLDN6,TJP3,0.824,DEG_T2D
CLEC4E,SAP130,0.708,DEG_T2D
CLINT1,EPN3,0.711,DEG_T2D
CLINT1,GGA2,0.925,DEG_T2D
CLINT1,EPS15,0.871,DEG_T2D
CLIP2,FKBP6,0.736,DEG_T2D
CLIP2,MAPRE3,0.788,DEG_T2D
CLIP2,TBL2,0.839,DEG_T2D
CLIP2,GTF2IRD1,0.908,DEG_T2D
CNGA3,PDE6A,0.7,DEG_T2D
COIL,DKC1,0.774,DEG_T2D
COL16A1,COL4A3,0.707,DEG_T2D
COL4A3,ITGB4,0.829,DEG_T2D
COL4A3,ITGA1,0.777,DEG_T2D
COL4A3,ITGA5,0.72,DEG_T2D
COL4A3,VSX1,0.724,DEG_T2D
COL6A1,ITGB4,0.766,DEG_T2D
COL6A1,ITGA1,0.87,DEG_T2D
COL6A1,ITGA5,0.922,DEG_T2D
COQ8A,PDSS1,0.988,DEG_T2D
CP,HEPH,0.904,DEG_T2D
CP,HP,0.947,DEG_T2D
CPA1,CPA3,0.922,DEG_T2D
CPA1,CTRB2,0.939,DEG_T2D
CPSF6,DHX15,0.72,DEG_T2D
CPSF6,TSEN2,0.807,DEG_T2D
CRABP1,CYP26B1,0.75,DEG_T2D
CRABP1,NEUROG1,0.74,DEG_T2D
CRNKL1,YJU2,0.997,DEG_T2D
CRNKL1,SNRNP40,0.998,DEG_T2D
CRNKL1,RBM48,0.812,DEG_T2D
CRNKL1,DDX23,0.983,DEG_T2D
CRNKL1,CWF19L1,0.704,DEG_T2D
CRNKL1,TSSC4,0.714,DEG_T2D
CRNKL1,WDR25,0.895,DEG_T2D
CRNKL1,DHX15,0.988,DEG_T2D
CRNKL1,PPIL2,0.91,DEG_T2D
CRX,MERTK,0.711,DEG_T2D
CRX,PDE6A,0.784,DEG_T2D
CRX,RBP3,0.794,DEG_T2D
CRX,PRPH2,0.813,DEG_T2D
CRYGS,PITX3,0.802,DEG_T2D
CRYGS,HSF4,0.705,DEG_T2D
CSE1L,KPNA3,0.98,DEG_T2D
CSE1L,TNPO1,0.824,DEG_T2D
CSE1L,KPNA2,0.961,DEG_T2D
CSE1L,KPNA4,0.99,DEG_T2D
CSF1R,FGF4,0.8,DEG_T2D
CSF1R,HGF,0.774,DEG_T2D
CSF1R,FGF6,0.802,DEG_T2D
CSF1R,FGF23,0.729,DEG_T2D
CSF1R,FCGR1A,0.712,DEG_T2D
CSF1R,FGF21,0.724,DEG_T2D
CSF1R,FGF17,0.799,DEG_T2D
CSF1R,FGF16,0.801,DEG_T2D
CSF1R,FGF3,0.801,DEG_T2D
CSF1R,IGF1,0.815,DEG_T2D
CSF2RB,EPO,0.898,DEG_T2D
CSF2RB,IL15,0.788,DEG_T2D
CSF2RB,NRAS,0.901,DEG_T2D
CSF2RB,JAK2,0.992,DEG_T2D
CSF2RB,SFTPB,0.724,DEG_T2D
CSF2RB,IL10,0.8,DEG_T2D
CSNK1G1,CSNK1G3,0.782,DEG_T2D
CSPP1,DCTN4,0.717,DEG_T2D
CSRP1,MED14,0.718,DEG_T2D
CTNNAL1,UTRN,0.771,DEG_T2D
CTRB2,MB,0.753,DEG_T2D
CUL5,RAB40C,0.869,DEG_T2D
CUL5,RAB40A,0.87,DEG_T2D
CUL5,TRAF6,0.769,DEG_T2D
CUL5,CUL7,0.895,DEG_T2D
CUL7,POLR3B,0.772,DEG_T2D
CUL7,TP53,0.969,DEG_T2D
CUL7,MRPL16,0.952,DEG_T2D
CUL7,PA2G4,0.798,DEG_T2D
CUL7,IRS1,0.833,DEG_T2D
CUL7,MRPL11,0.931,DEG_T2D
CUL7,MRPS18A,0.701,DEG_T2D
CUL7,IFI35,0.797,DEG_T2D
CUL7,MRPL22,0.954,DEG_T2D
CUL7,PHC1,0.907,DEG_T2D
CUL7,UBB,0.725,DEG_T2D
CUL7,POLR1B,0.783,DEG_T2D
CXCL13,CXCR6,0.906,DEG_T2D
CXCR6,KLRB1,0.729,DEG_T2D
CXCR6,XCL1,0.844,DEG_T2D
CXCR6,JAK2,0.708,DEG_T2D
CYB5R2,DHODH,0.918,DEG_T2D
CYB5R2,FDXR,0.702,DEG_T2D
CYP11B2,NR0B1,0.761,DEG_T2D
CYP11B2,NR3C2,0.795,DEG_T2D
CYP11B2,KCNJ5,0.818,DEG_T2D
CYP11B2,POMC,0.826,DEG_T2D
CYP11B2,HSD11B1,0.959,DEG_T2D
CYP26B1,CYP2C9,0.938,DEG_T2D
CYP26B1,CYP3A4,0.939,DEG_T2D
CYP2C9,NR1I2,0.85,DEG_T2D
CYP2C9,CYP2E1,0.936,DEG_T2D
CYP2C9,HPGDS,0.948,DEG_T2D
CYP2C9,CYP3A4,0.98,DEG_T2D
CYP2E1,PLA2G3,0.784,DEG_T2D
CYP2E1,HPGDS,0.961,DEG_T2D
CYP2E1,PLA2G1B,0.79,DEG_T2D
CYP2E1,PLA2G6,0.79,DEG_T2D
CYP2E1,HSD11B1,0.931,DEG_T2D
CYP2E1,GPT,0.74,DEG_T2D
CYP2E1,CYP3A4,0.991,DEG_T2D
CYP3A4,HPGDS,0.959,DEG_T2D
CYP3A4,NR1I2,0.962,DEG_T2D
CYP3A4,HSD11B1,0.941,DEG_T2D
DAB1,PIK3R3,0.908,DEG_T2D
DAB1,RELN,0.946,DEG_T2D
DCP1A,EIF4ENIF1,0.758,DEG_T2D
DCP1A,PNRC2,0.999,DEG_T2D
DCTN4,TPPP,0.806,DEG_T2D
DDX1,MYCN,0.791,DEG_T2D
DDX1,DHX15,0.868,DEG_T2D
DDX10,WDR12,0.921,DEG_T2D
DDX10,NOL6,0.983,DEG_T2D
DDX10,TSR1,0.909,DEG_T2D
DDX10,PA2G4,0.815,DEG_T2D
DDX10,DKC1,0.763,DEG_T2D
DDX10,MAK16,0.782,DEG_T2D
DDX10,DHX15,0.809,DEG_T2D
DDX10,POLR1B,0.858,DEG_T2D
DDX10,SDAD1,0.917,DEG_T2D
DDX23,YJU2,0.713,DEG_T2D
DDX23,SNRNP40,0.997,DEG_T2D
DDX23,PRPF6,0.999,DEG_T2D
DDX23,TSSC4,0.722,DEG_T2D
DDX23,DHX15,0.809,DEG_T2D
DDX23,PRPF4B,0.937,DEG_T2D
DES,GFAP,0.8,DEG_T2D
DES,TCAP,0.86,DEG_T2D
DHFR,DHODH,0.888,DEG_T2D
DHFR,TP53,0.785,DEG_T2D
DHFR,DTYMK,0.832,DEG_T2D
DHFR,MTHFR,0.843,DEG_T2D
DHODH,PPAT,0.711,DEG_T2D
DHODH,FDXR,0.803,DEG_T2D
DHODH,KISS1,0.855,DEG_T2D
DHX15,POLR3B,0.719,DEG_T2D
DHX15,WDR12,0.74,DEG_T2D
DHX15,YJU2,0.972,DEG_T2D
DHX15,SNRNP40,0.895,DEG_T2D
DHX15,NOL6,0.903,DEG_T2D
DHX15,TSR1,0.911,DEG_T2D
DHX15,PA2G4,0.705,DEG_T2D
DHX15,HNRNPDL,0.758,DEG_T2D
DHX15,NMD3,0.78,DEG_T2D
DHX15,SDAD1,0.809,DEG_T2D
DHX15,MAVS,0.823,DEG_T2D
DHX15,SMNDC1,0.847,DEG_T2D
DHX15,POLR1B,0.874,DEG_T2D
DHX15,DKC1,0.9,DEG_T2D
DIDO1,FKBP6,0.812,DEG_T2D
DIO3,DLK1,0.924,DEG_T2D
DIS3,SUPV3L1,0.977,DEG_T2D
DIS3,HBS1L,0.947,DEG_T2D
DIS3,ZFC3H1,0.957,DEG_T2D
DKC1,WDR12,0.947,DEG_T2D
DKC1,SNRNP40,0.793,DEG_T2D
DKC1,PA2G4,0.911,DEG_T2D
DKC1,POP7,0.737,DEG_T2D
DKC1,RUVBL1,0.994,DEG_T2D
DKC1,RUVBL2,0.995,DEG_T2D
DKK4,WNT8B,0.752,DEG_T2D
DKK4,WNT7B,0.787,DEG_T2D
DKK4,WNT1,0.834,DEG_T2D
DLK1,IGFBP1,0.769,DEG_T2D
DLK1,PLAGL1,0.8,DEG_T2D
DNAJB4,HSPA4L,0.803,DEG_T2D
DNAJB4,DNAJB5,0.876,DEG_T2D
DNAJB4,HSPH1,0.967,DEG_T2D
DNAJB5,HSPH1,0.898,DEG_T2D
DNASE1L2,SLC25A21,0.814,DEG_T2D
DNASE1L2,PHF13,0.824,DEG_T2D
DNMT1,RBL2,0.823,DEG_T2D
DNMT1,RCOR1,0.788,DEG_T2D
DNMT1,DNMT3A,0.999,DEG_T2D
DNMT1,TP53,0.997,DEG_T2D
DNMT1,HNMT,0.746,DEG_T2D
DNMT1,HIC1,0.761,DEG_T2D
DNMT1,EZH2,0.999,DEG_T2D
DNMT1,SUV39H2,0.77,DEG_T2D
DNMT1,EHMT1,0.881,DEG_T2D
DNMT1,MAT1A,0.929,DEG_T2D
DNMT1,UBB,0.956,DEG_T2D
DNMT3A,NRAS,0.732,DEG_T2D
DNMT3A,TP53,0.835,DEG_T2D
DNMT3A,MAT1A,0.924,DEG_T2D
DNMT3A,EZH2,0.999,DEG_T2D
DOP1B,MON2,0.936,DEG_T2D
DPP6,SCN5A,0.909,DEG_T2D
DPP6,GAD2,0.712,DEG_T2D
DPP6,PNMA2,0.793,DEG_T2D
DPP8,PREP,0.955,DEG_T2D
DRAM1,TP53,0.83,DEG_T2D
DSG3,FLG,0.703,DEG_T2D
DTNB,SNTA1,0.915,DEG_T2D
DTNB,SGCD,0.719,DEG_T2D
DTNB,UTRN,0.86,DEG_T2D
DUOX2,NOD2,0.759,DEG_T2D
DUOX2,SLC28A2,0.725,DEG_T2D
DYNC2H1,SNX4,0.723,DEG_T2D
DYNC2H1,TUBA8,0.742,DEG_T2D
DYNC2H1,WDR19,0.773,DEG_T2D
DYNC2H1,KIF3A,0.7,DEG_T2D
ECE2-2,EDN3,0.826,DEG_T2D
ECHDC1,PCCA,0.945,DEG_T2D
EDN3,GDNF,0.858,DEG_T2D
EDN3,SOX10,0.876,DEG_T2D
EHMT1,RCOR1,0.8,DEG_T2D
EHMT1,TP53,0.92,DEG_T2D
EHMT1,OLFM1,0.817,DEG_T2D
EIF2B4,EIF2S1,0.999,DEG_T2D
EIF2S1,EIF3K,0.982,DEG_T2D
EIF2S1,PSMA5,0.802,DEG_T2D
EIF2S1,EIF4E,0.954,DEG_T2D
EIF2S1,PSMD14,0.999,DEG_T2D
EIF4E,RPS6KB2,0.905,DEG_T2D
EIF4E,NCBP3,0.928,DEG_T2D
EIF4E,EIF4ENIF1,0.999,DEG_T2D
EIF4E,GIGYF2,0.741,DEG_T2D
EIF4E,MLST8,0.867,DEG_T2D
ELMO1,ELMO2,0.98,DEG_T2D
ELMO1,MACF1,0.784,DEG_T2D
ELN,LOXL1,0.962,DEG_T2D
ELN,FBLN2,0.975,DEG_T2D
ELP4,ICE1,0.9,DEG_T2D
ELP4,TTF2,0.732,DEG_T2D
ELP4,SUPT5H,0.904,DEG_T2D
EML4,TFG,0.792,DEG_T2D
EML4,PIK3R3,0.9,DEG_T2D
EML4,JAK2,0.929,DEG_T2D
EML4,NRAS,0.953,DEG_T2D
ENG,FLT1,0.737,DEG_T2D
ENG,ITGA5,0.801,DEG_T2D
ENG,GIPC1,0.902,DEG_T2D
ENG,GDF2,0.996,DEG_T2D
ENO3,GAPDHS,0.731,DEG_T2D
ENSP00000492220,POLR2D,0.874,DEG_T2D
ENSP00000492220,MED7,0.898,DEG_T2D
ENSP00000492220,MED14,0.885,DEG_T2D
ENSP00000492220,POLR2K,0.816,DEG_T2D
ENSP00000492220,MED6,0.878,DEG_T2D
ENSP00000497305,UQCRHL,0.783,DEG_T2D
ENTPD2,P2RY1,0.859,DEG_T2D
EPHA4,FRS2,0.701,DEG_T2D
EPHA4,LAD1,0.811,DEG_T2D
EPHA4,EPHB2,0.915,DEG_T2D
EPHB2,PICK1,0.746,DEG_T2D
EPN1,EPN3,0.829,DEG_T2D
EPN1,UBQLN2,0.722,DEG_T2D
EPN1,REPS2,0.978,DEG_T2D
EPN1,EPS15,0.998,DEG_T2D
EPN3,REPS2,0.788,DEG_T2D
EPN3,EPS15,0.999,DEG_T2D
EPO,IL10,0.7,DEG_T2D
EPO,PDGFRB,0.774,DEG_T2D
EPO,HIF3A,0.858,DEG_T2D
EPO,HAMP,0.907,DEG_T2D
EPO,JAK2,0.99,DEG_T2D
EPPIN,ETV4,0.714,DEG_T2D
EPS15,HGF,0.715,DEG_T2D
EPS15,UBQLN2,0.908,DEG_T2D
EPS15,REPS2,0.776,DEG_T2D
EPS15,UBB,0.751,DEG_T2D
EPS15,VAMP2,0.759,DEG_T2D
EPS15,STAM,0.903,DEG_T2D
ERAL1,PTCD3,0.987,DEG_T2D
ERAL1,MRPS18A,0.853,DEG_T2D
ERCC2,XRCC1,0.985,DEG_T2D
ERCC2,TP53,0.804,DEG_T2D
ERCC2,POLR2D,0.985,DEG_T2D
ERCC2,GTF2E1,0.999,DEG_T2D
ERCC2,MED7,0.956,DEG_T2D
ERCC2,WRN,0.732,DEG_T2D
ERCC2,MED14,0.943,DEG_T2D
ERCC2,MED16,0.842,DEG_T2D
ERCC2,MED25,0.817,DEG_T2D
ERCC2,POLR2K,0.972,DEG_T2D
ERCC2,TAF11,0.979,DEG_T2D
ERCC2,TAF5,0.98,DEG_T2D
ERCC2,MMS19,0.999,DEG_T2D
ERCC2,MED6,0.933,DEG_T2D
ERCC2,TAF6,0.983,DEG_T2D
EREG,HBEGF,0.959,DEG_T2D
EREG,FGFR3,0.701,DEG_T2D
EREG,PDGFRB,0.722,DEG_T2D
EREG,FLT1,0.726,DEG_T2D
EREG,LHCGR,0.767,DEG_T2D
ERN2,TRAF2,0.727,DEG_T2D
ESR2,TP53,0.783,DEG_T2D
ESR2,LHCGR,0.727,DEG_T2D
ESR2,RPS6KB2,0.91,DEG_T2D
ESR2,NRIP1,0.774,DEG_T2D
ESR2,FOXO3,0.707,DEG_T2D
ESR2,IGF1,0.731,DEG_T2D
ESR2,NCOA6,0.75,DEG_T2D
ESR2,KLF5,0.881,DEG_T2D
ESR2,NCOR2,0.908,DEG_T2D
ESR2,NCOA2,0.993,DEG_T2D
ETNK1,SOX5,0.861,DEG_T2D
ETS1,TP53,0.972,DEG_T2D
ETS1,IKZF1,0.741,DEG_T2D
ETV4,GDNF,0.719,DEG_T2D
EXT2,TRAP1,0.76,DEG_T2D
EZH2,RCOR1,0.909,DEG_T2D
EZH2,TP53,0.899,DEG_T2D
EZH2,MYCN,0.952,DEG_T2D
EZH2,PPARG,0.778,DEG_T2D
EZH2,REST,0.721,DEG_T2D
EZH2,JAK2,0.768,DEG_T2D
EZH2,NRAS,0.811,DEG_T2D
EZH2,H2AC15,0.823,DEG_T2D
EZH2,PHC1,0.982,DEG_T2D
F10,SERPIND1,0.823,DEG_T2D
F10,NR1I2,0.83,DEG_T2D
F10,F8,0.997,DEG_T2D
F10,RHAG,0.792,DEG_T2D
F10,KNG1,0.717,DEG_T2D
F10,FURIN,0.815,DEG_T2D
F8,ST14,0.875,DEG_T2D
F8,GP9,0.786,DEG_T2D
FADS2,PLA2G6,0.713,DEG_T2D
FBXO5,MAD2L1,0.838,DEG_T2D
FBXO5,GMNN,0.867,DEG_T2D
FCGR1A,SCARB2,0.702,DEG_T2D
FCGR1A,MERTK,0.701,DEG_T2D
FCGR1A,IGF1,0.987,DEG_T2D
FGF16,NGFR,0.758,DEG_T2D
FGF16,HGF,0.867,DEG_T2D
FGF16,FGF23,0.741,DEG_T2D
FGF16,PDGFRB,0.893,DEG_T2D
FGF16,FLT1,0.874,DEG_T2D
FGF16,TNFRSF12A,0.716,DEG_T2D
FGF16,FGFR3,0.963,DEG_T2D
FGF16,KL,0.991,DEG_T2D
FGF16,IGF1,0.77,DEG_T2D
FGF16,GDNF,0.745,DEG_T2D
FGF16,FRS2,0.858,DEG_T2D
FGF17,NGFR,0.762,DEG_T2D
FGF17,HGF,0.872,DEG_T2D
FGF17,FGF23,0.906,DEG_T2D
FGF17,PDGFRB,0.891,DEG_T2D
FGF17,FLT1,0.871,DEG_T2D
FGF17,TNFRSF12A,0.714,DEG_T2D
FGF17,SCN5A,0.936,DEG_T2D
FGF17,FGF3,0.716,DEG_T2D
FGF17,FGFR3,0.986,DEG_T2D
FGF17,IGF1,0.787,DEG_T2D
FGF17,FRS2,0.857,DEG_T2D
FGF17,KL,0.991,DEG_T2D
FGF21,PDGFRB,0.763,DEG_T2D
FGF21,FLT1,0.756,DEG_T2D
FGF21,PPARG,0.703,DEG_T2D
FGF21,FGFR3,0.941,DEG_T2D
FGF21,KL,0.978,DEG_T2D
FGF23,FGF4,0.77,DEG_T2D
FGF23,FGF6,0.77,DEG_T2D
FGF23,FGF3,0.729,DEG_T2D
FGF23,PDGFRB,0.743,DEG_T2D
FGF23,FRS2,0.753,DEG_T2D
FGF23,FLT1,0.766,DEG_T2D
FGF23,FGFR3,0.98,DEG_T2D
FGF23,PHEX,0.981,DEG_T2D
FGF23,KL,0.999,DEG_T2D
FGF3,NGFR,0.762,DEG_T2D
FGF3,HGF,0.87,DEG_T2D
FGF3,PDGFRB,0.891,DEG_T2D
FGF3,FLT1,0.871,DEG_T2D
FGF3,TNFRSF12A,0.713,DEG_T2D
FGF3,GDNF,0.724,DEG_T2D
FGF3,IGF1,0.763,DEG_T2D
FGF3,FRS2,0.857,DEG_T2D
FGF3,FGFR3,0.978,DEG_T2D
FGF3,KL,0.991,DEG_T2D
FGF4,NGFR,0.762,DEG_T2D
FGF4,IGF1,0.788,DEG_T2D
FGF4,FRS2,0.857,DEG_T2D
FGF4,FLT1,0.874,DEG_T2D
FGF4,HGF,0.883,DEG_T2D
FGF4,PDGFRB,0.893,DEG_T2D
FGF4,FGFR3,0.969,DEG_T2D
FGF4,KL,0.991,DEG_T2D
FGF6,NGFR,0.758,DEG_T2D
FGF6,HGF,0.876,DEG_T2D
FGF6,TNFRSF12A,0.716,DEG_T2D
FGF6,GDNF,0.746,DEG_T2D
FGF6,IGF1,0.794,DEG_T2D
FGF6,FLT1,0.875,DEG_T2D
FGF6,PDGFRB,0.894,DEG_T2D
FGF6,FRS2,0.898,DEG_T2D
FGF6,FGFR3,0.961,DEG_T2D
FGF6,KL,0.991,DEG_T2D
FGFR3,HGF,0.764,DEG_T2D
FGFR3,PIK3R3,0.817,DEG_T2D
FGFR3,TP53,0.718,DEG_T2D
FGFR3,IRS1,0.703,DEG_T2D
FGFR3,NPPC,0.769,DEG_T2D
FGFR3,MUC1,0.769,DEG_T2D
FGFR3,IGF1,0.797,DEG_T2D
FGFR3,FRS2,0.852,DEG_T2D
FGFR3,JAK2,0.921,DEG_T2D
FGFR3,KL,0.966,DEG_T2D
FGFR3,NRAS,0.981,DEG_T2D
FGG,SERPIND1,0.96,DEG_T2D
FGG,HP,0.858,DEG_T2D
FGG,KNG1,0.917,DEG_T2D
FKBP6,PIWIL2,0.718,DEG_T2D
FKBP6,TDRKH,0.727,DEG_T2D
FKBP6,TBL2,0.807,DEG_T2D
FKBP6,GTF2IRD1,0.836,DEG_T2D
FKBP8,MLST8,0.996,DEG_T2D
FKRP,FKTN,0.998,DEG_T2D
FKRP,SGCA,0.874,DEG_T2D
FKRP,TCAP,0.757,DEG_T2D
FKRP,SGCD,0.791,DEG_T2D
FKTN,SGCA,0.734,DEG_T2D
FKTN,SGCD,0.759,DEG_T2D
FKTN,TCAP,0.816,DEG_T2D
FLCN,PRKAB1,0.702,DEG_T2D
FLCN,PRKAA1,0.71,DEG_T2D
FLG,ST14,0.845,DEG_T2D
FLI1,PPT1,0.841,DEG_T2D
FLNC,ITGB4,0.802,DEG_T2D
FLNC,HSPB8,0.707,DEG_T2D
FLNC,ITGA1,0.725,DEG_T2D
FLNC,ITGA5,0.747,DEG_T2D
FLNC,SYNPO2,0.836,DEG_T2D
FLNC,TCAP,0.88,DEG_T2D
FLNC,SGCD,0.973,DEG_T2D
FLT1,HGF,0.908,DEG_T2D
FLT1,PIK3R3,0.738,DEG_T2D
FLT1,IRS1,0.719,DEG_T2D
FLT1,IGF1,0.899,DEG_T2D
FLT1,NRP2,0.971,DEG_T2D
FNBP1L,TSEN2,0.783,DEG_T2D
FOXC2,TCF15,0.744,DEG_T2D
FOXC2,PPP2R2A,0.72,DEG_T2D
FOXC2,GJC2,0.781,DEG_T2D
FOXO3,TP53,0.998,DEG_T2D
FOXO3,IGF1,0.803,DEG_T2D
FOXO3,FOXO4,0.92,DEG_T2D
FOXO3,PRKAB1,0.926,DEG_T2D
FOXO3,PRKAA1,0.942,DEG_T2D
FOXO4,TP53,0.995,DEG_T2D
FOXO4,TNPO1,0.79,DEG_T2D
FOXO4,PRKAA1,0.727,DEG_T2D
FRS2,KL,0.827,DEG_T2D
FRS2,SPRY1,0.758,DEG_T2D
FSBP,WRN,0.797,DEG_T2D
FURIN,ST14,0.742,DEG_T2D
FURIN,PROZ,0.765,DEG_T2D
FUT2,FUT6,0.988,DEG_T2D
FUT7,GCNT1,0.718,DEG_T2D
FUT7,ZBTB32,0.738,DEG_T2D
FZD1,WNT8B,0.867,DEG_T2D
FZD1,RNF43,0.939,DEG_T2D
FZD1,WNT7B,0.951,DEG_T2D
FZD1,WNT1,0.997,DEG_T2D
GAD2,PVALB,0.835,DEG_T2D
GAD2,TNFRSF25,0.735,DEG_T2D
GAD2,PNMA2,0.755,DEG_T2D
GAD2,VAMP2,0.799,DEG_T2D
GALNT8,GCNT1,0.928,DEG_T2D
GBP1,IRF1,0.83,DEG_T2D
GBP1,OASL,0.727,DEG_T2D
GBP1,IFI35,0.738,DEG_T2D
GBP1,OAS1,0.75,DEG_T2D
GBP1,IFIT3,0.896,DEG_T2D
GCC1,NOL6,0.85,DEG_T2D
GCC1,TSR1,0.888,DEG_T2D
GCC1,RAB6A,0.849,DEG_T2D
GCKR,PNPLA3,0.701,DEG_T2D
GDF15,TP53,0.762,DEG_T2D
GDF15,HAMP,0.877,DEG_T2D
GDF2,PAEP,0.787,DEG_T2D
GDNF,NGFR,0.826,DEG_T2D
GDNF,HBEGF,0.72,DEG_T2D
GDNF,PSPN,0.841,DEG_T2D
GDNF,IGF1,0.775,DEG_T2D
GDNF,SOX10,0.802,DEG_T2D
GFAP,PVALB,0.771,DEG_T2D
GFAP,UBB,0.733,DEG_T2D
GFAP,SOX10,0.733,DEG_T2D
GFAP,SLC1A2,0.885,DEG_T2D
GFAP,S100B,0.925,DEG_T2D
GFOD2,NKIRAS2,0.797,DEG_T2D
GGA2,RABEP1,0.974,DEG_T2D
GHRHR,IGF1,0.821,DEG_T2D
GIGYF2,PLA2G6,0.801,DEG_T2D
GJB1,GJC2,0.749,DEG_T2D
GJB1,SOX10,0.786,DEG_T2D
GLI1,KIF3A,0.759,DEG_T2D
GLI1,MYCN,0.759,DEG_T2D
GLI1,GLI3,0.923,DEG_T2D
GLI1,SPOP,0.99,DEG_T2D
GLI3,SPOP,0.994,DEG_T2D
GLI3,KIF3A,0.771,DEG_T2D
GLP1R,GNB3,0.751,DEG_T2D
GLP1R,NPPA,0.943,DEG_T2D
GLP1R,POMC,0.972,DEG_T2D
GMEB1,PKNOX1,0.718,DEG_T2D
GMNN,SPOP,0.946,DEG_T2D
GNA12,GNB3,0.823,DEG_T2D
GNA12,LPAR3,0.848,DEG_T2D
GNA15,GNB3,0.798,DEG_T2D
GNA15,PLCB1,0.947,DEG_T2D
GNB3,LPAR3,0.713,DEG_T2D
GNB3,KCNJ5,0.726,DEG_T2D
GNB3,POMC,0.732,DEG_T2D
GNB3,PDE6A,0.778,DEG_T2D
GNB3,HTR1B,0.798,DEG_T2D
GNB3,PTGER4,0.812,DEG_T2D
GNB3,PDE1B,0.915,DEG_T2D
GNB3,PLCB1,0.947,DEG_T2D
GNMT,MAT1A,0.791,DEG_T2D
GNMT,MTHFR,0.701,DEG_T2D
GNRH2,KISS1,0.84,DEG_T2D
GPR4,MAP3K4,0.761,DEG_T2D
GPT,PNPLA3,0.929,DEG_T2D
GPT,HP,0.918,DEG_T2D
GPT,MB,0.705,DEG_T2D
GPT,IL10,0.714,DEG_T2D
GRIA2,HTR3A,0.806,DEG_T2D
GRIA2,GRIN1,0.901,DEG_T2D
GRIA2,PICK1,0.999,DEG_T2D
GRIN1,HTR3A,0.787,DEG_T2D
GRIN1,NOS1,0.955,DEG_T2D
GSPT2,PAPSS2,0.927,DEG_T2D
GTF2E1,POLR3B,0.859,DEG_T2D
GTF2E1,POLR2D,0.982,DEG_T2D
GTF2E1,MED16,0.828,DEG_T2D
GTF2E1,POLR1B,0.846,DEG_T2D
GTF2E1,MED25,0.853,DEG_T2D
GTF2E1,SUPT5H,0.857,DEG_T2D
GTF2E1,MED6,0.927,DEG_T2D
GTF2E1,MED14,0.948,DEG_T2D
GTF2E1,MED7,0.952,DEG_T2D
GTF2E1,TAF5,0.986,DEG_T2D
GTF2E1,TAF11,0.992,DEG_T2D
GTF2E1,POLR2K,0.996,DEG_T2D
GTF2E1,TAF6,0.996,DEG_T2D
GTF2IRD1,TBL2,0.824,DEG_T2D
GUCY2F,PDE1B,0.713,DEG_T2D
GUCY2F,PDE10A,0.752,DEG_T2D
GUCY2F,PDE6A,0.855,DEG_T2D
H2AC15,POLR2D,0.854,DEG_T2D
H2AC15,POLR2K,0.855,DEG_T2D
H2AC15,SUPT5H,0.855,DEG_T2D
H2AC15,UBB,0.933,DEG_T2D
HAMP,HEPH,0.788,DEG_T2D
HAND2,TBX2,0.758,DEG_T2D
HAND2,PHOX2A,0.793,DEG_T2D
HAND2,NKX2-5,0.986,DEG_T2D
HAND2,IRX4,0.771,DEG_T2D
HAND2,NEBL,0.797,DEG_T2D
HAO2,UBIAD1,0.81,DEG_T2D
HAUS3,HAUS6,0.999,DEG_T2D
HBEGF,HGF,0.708,DEG_T2D
HBEGF,MMP24,0.916,DEG_T2D
HBS1L,PAPSS2,0.908,DEG_T2D
